govname1	year
Janklow, William J.	1996
Janklow, William J.	1997
Janklow, William J.	1998
Janklow, William J.	1999
Janklow, William J.	2000
Janklow, William J.	2001
Janklow, William J.	2002
Rounds, Mike	2003
Rounds, Mike	2004
Rounds, Mike	2005
Rounds, Mike	2006
Rounds, Mike	2007
Rounds, Mike	2008
Rounds, Mike	2009
Rounds, Mike	2010
Daugaard, Dennis	2011
	2012
	2013
	2014
	2015
	2016
	1925
Peay, Austin	1926
Peay, Austin	1927
Horton, Henry H.	1928
Horton, Henry H.	1929
Horton, Henry H.	1930
Horton, Henry H.	1931
Horton, Henry H.	1932
McAlister, Hill	1933
McAlister, Hill	1934
McAlister, Hill	1935
McAlister, Hill	1936
Browning, Gordon	1937
Browning, Gordon	1938
Cooper, Prentice	1939
Cooper, Prentice	1940
Cooper, Prentice	1941
Cooper, Prentice	1942
Cooper, Prentice	1943
Cooper, Prentice	1944
McCord, James N.	1945
McCord, James N.	1946
McCord, James N.	1947
McCord, James N.	1948
Browning, Gordon	1949
Browning, Gordon	1950
Browning, Gordon	1951
Browning, Gordon	1952
Clement, Frank G.	1953
Clement, Frank G.	1954
Clement, Frank G.	1955
Clement, Frank G.	1956
Clement, Frank G.	1957
Clement, Frank G.	1958
Ellington, Buford	1959
Ellington, Buford	1960
Ellington, Buford	1961
Ellington, Buford	1962
Clement, Frank G.	1963
Clement, Frank G.	1964
Clement, Frank G.	1965
Clement, Frank G.	1966
Ellington, Buford	1967
Ellington, Buford	1968
Ellington, Buford	1969
Ellington, Buford	1970
Dunn, Winfield	1971
Dunn, Winfield	1972
Dunn, Winfield	1973
Dunn, Winfield	1974
Blanton, Ray	1975
Blanton, Ray	1976
Blanton, Ray	1977
Blanton, Ray	1978
Alexander, Lamar	1979
Alexander, Lamar	1980
Alexander, Lamar	1981
Alexander, Lamar	1982
Alexander, Lamar	1983
Alexander, Lamar	1984
Alexander, Lamar	1985
Alexander, Lamar	1986
McWherter, Ned R.	1987
McWherter, Ned R.	1988
McWherter, Ned R.	1989
McWherter, Ned R.	1990
McWherter, Ned R.	1991
McWherter, Ned R.	1992
McWherter, Ned R.	1993
McWherter, Ned R.	1994
Sundquist, Don	1995
Sundquist, Don	1996
Sundquist, Don	1997
Sundquist, Don	1998
Sundquist, Don	1999
Sundquist, Don	2000
Sundquist, Don	2001
Sundquist, Don	2002
Bredesen, Phil	2003
Bredesen, Phil	2004
Bredesen, Phil	2005
Bredesen, Phil	2006
Bredesen, Phil	2007
Bredesen, Phil	2008
Bredesen, Phil	2009
Bredesen, Phil	2010
Haslam, Bill	2011
	2012
	2013
	2014
	2015
	2016
	1925
	1926
	1927
	1928
	1929
	1930
	1931
	1932
	1933
	1934
	1935
	1936
	1937
	1938
	1939
	1940
	1941
	1942
	1943
	1944
	1945
	1946
	1947
	1948
	1949
	1950
	1951
	1952
	1953
	1954
	1955
Shivers, Allan	1956
Price, Daniel	1957
Price, Daniel	1958
Price, Daniel	1959
Price, Daniel	1960
Price, Daniel	1961
Price, Daniel	1962
Connally, John B.	1963
Connally, John B.	1964
Connally, John B.	1965
Connally, John B.	1966
Connally, John B.	1967
Connally, John B.	1968
Smith, Preston	1969
Smith, Preston	1970
Smith, Preston	1971
Smith, Preston	1972
Briscoe, Dolph	1973
Briscoe, Dolph	1974
Briscoe, Dolph	1975
Briscoe, Dolph	1976
Briscoe, Dolph	1977
Briscoe, Dolph	1978
Clements, William P.	1979
Clements, William P.	1980
Clements, William P.	1981
Clements, William P.	1982
White, Mark	1983
White, Mark	1984
White, Mark	1985
White, Mark	1986
Clements, William P.	1987
Clements, William P.	1988
Clements, William P.	1989
Clements, William P.	1990
Richards, Ann W.	1991
Richards, Ann W.	1992
Richards, Ann W.	1993
Richards, Ann W.	1994
Bush, George W.	1995
Bush, George W.	1996
Bush, George W.	1997
Bush, George W.	1998
Bush, George W.	1999
Bush, George W.	2000
Perry, Rick	2001
Perry, Rick	2002
Perry, Rick	2003
Perry, Rick	2004
Perry, Rick	2005
Perry, Rick	2006
Perry, Rick	2007
Perry, Rick	2008
Perry, Rick	2009
Perry, Rick	2010
Perry, Rick	2011
	2012
	2013
	2014
	2015
	2016
	1925
	1926
	1927
	1928
	1929
	1930
	1931
	1932
	1933
	1934
	1935
	1936
	1937
	1938
	1939
	1940
	1941
	1942
	1943
	1944
	1945
	1946
	1947
	1948
	1949
	1950
	1951
	1952
	1953
	1954
	1955
Lee, J. Bracken	1956
Clyde, George Dewey	1957
Clyde, George Dewey	1958
Clyde, George Dewey	1959
Clyde, George Dewey	1960
Clyde, George Dewey	1961
Clyde, George Dewey	1962
Clyde, George Dewey	1963
Clyde, George Dewey	1964
Rampton, Calvin L.	1965
Rampton, Calvin L.	1966
Rampton, Calvin L.	1967
Rampton, Calvin L.	1968
Rampton, Calvin L.	1969
Rampton, Calvin L.	1970
Rampton, Calvin L.	1971
Rampton, Calvin L.	1972
Rampton, Calvin L.	1973
Rampton, Calvin L.	1974
Rampton, Calvin L.	1975
Rampton, Calvin L.	1976
Matheson, Scott M.	1977
Matheson, Scott M.	1978
Matheson, Scott M.	1979
Matheson, Scott M.	1980
Matheson, Scott M.	1981
Matheson, Scott M.	1982
Matheson, Scott M.	1983
Matheson, Scott M.	1984
Bangerter, Norman H.	1985
Bangerter, Norman H.	1986
Bangerter, Norman H.	1987
Bangerter, Norman H.	1988
Bangerter, Norman H.	1989
Bangerter, Norman H.	1990
Bangerter, Norman H.	1991
Bangerter, Norman H.	1992
Leavitt, Mike O.	1993
Leavitt, Mike O.	1994
Leavitt, Mike O.	1995
Leavitt, Mike O.	1996
Leavitt, Mike O.	1997
Leavitt, Mike O.	1998
Leavitt, Mike O.	1999
Leavitt, Mike O.	2000
Leavitt, Mike O.	2001
Leavitt, Mike O.	2002
Leavitt, Mike O.	2003
Walker, Olene S.	2004
Huntsman, Jon Jr.	2005
Huntsman, Jon Jr.	2006
Huntsman, Jon M. Jr.	2007
Huntsman, Jon M. Jr.	2008
Huntsman, Jon M. Jr.	2009
Herbert, Gary	2010
Herbert, Gary	2011
	2012
	2013
	2014
	2015
	2016
	1925
	1926
	1927
	1928
	1929
	1930
	1931
	1932
	1933
	1934
	1935
	1936
	1937
	1938
	1939
	1940
	1941
	1942
	1943
	1944
	1945
	1946
	1947
	1948
	1949
	1950
	1951
	1952
	1953
	1954
	1955
Johnson, Joseph B.	1956
Johnson, Joseph B.	1957
Johnson, Joseph B.	1958
Stafford, Robert T.	1959
Stafford, Robert T.	1960
Keyser, Frank Ray Jr.	1961
Keyser, Frank Ray Jr.	1962
Hoff, Philip H.	1963
Hoff, Philip H.	1964
Hoff, Philip H.	1965
Hoff, Philip H.	1966
Hoff, Philip H.	1967
Hoff, Philip H.	1968
Davis, Deane C.	1969
Davis, Deane C.	1970
Davis, Deane C.	1971
Davis, Deane C.	1972
Salmon, Thomas P.	1973
Salmon, Thomas P.	1974
Salmon, Thomas P.	1975
Salmon, Thomas P.	1976
Snelling, Richard A.	1977
Snelling, Richard A.	1978
Snelling, Richard A.	1979
Snelling, Richard A.	1980
Snelling, Richard A.	1981
Snelling, Richard A.	1982
Snelling, Richard A.	1983
Snelling, Richard A.	1984
Kunin, Madeleine M.	1985
Kunin, Madeleine M.	1986
Kunin, Madeleine M.	1987
Kunin, Madeleine M.	1988
Kunin, Madeleine M.	1989
Kunin, Madeleine M.	1990
Snelling, Richard A. followed by Howard Dean	1991
Dean, Howard	1992
Dean, Howard	1993
Dean, Howard	1994
Dean, Howard	1995
Dean, Howard	1996
Dean, Howard	1997
Dean, Howard	1998
Dean, Howard	1999
Dean, Howard	2000
Dean, Howard	2001
Dean, Howard	2002
Douglas, Jim	2003
Douglas, Jim	2004
Douglas, Jim	2005
Douglas, Jim	2006
Douglas, Jim	2007
Douglas, Jim	2008
Douglas, Jim	2009
Douglas, Jim	2010
Shumlin, Peter	2011
	2012
	2013
	2014
	2015
	2016
	1925
Byrd, Harry F.	1926
Byrd, Harry F.	1927
Byrd, Harry F.	1928
Byrd, Harry F.	1929
Pollard, John G.	1930
Pollard, John G.	1931
Pollard, John G.	1932
Pollard, John G.	1933
Peery, George C.	1934
Peery, George C.	1935
Peery, George C.	1936
Peery, George C.	1937
Price, James H.	1938
Price, James H.	1939
Price, James H.	1940
Price, James H.	1941
Darden, Colgage W. Jr.	1942
Darden, Colgage W. Jr.	1943
Darden, Colgage W. Jr.	1944
Darden, Colgage W. Jr.	1945
Tuck, William M.	1946
Tuck, William M.	1947
Tuck, William M.	1948
Tuck, William M.	1949
Battle, John S.	1950
Battle, John S.	1951
Battle, John S.	1952
Battle, John S.	1953
Stanley, Thomas B.	1954
Stanley, Thomas B.	1955
Stanley, Thomas B.	1956
Stanley, Thomas B.	1957
Almond, James Lindsay Jr.	1958
Almond, James Lindsay Jr.	1959
Almond, James Lindsay Jr.	1960
Almond, James Lindsay Jr.	1961
Harrison, Albertis, S. Jr.	1962
Harrison, Albertis, S. Jr.	1963
Harrison, Albertis, S. Jr.	1964
Harrison, Albertis, S. Jr.	1965
Godwin, Mills E. Jr.	1966
Godwin, Mills E. Jr.	1967
Godwin, Mills E. Jr.	1968
Godwin, Mills E. Jr.	1969
Holton, Linwood	1970
Holton, Linwood	1971
Holton, Linwood	1972
Holton, Linwood	1973
Godwin, Mills E. Jr.	1974
Godwin, Mills E. Jr.	1975
Godwin, Mills E. Jr.	1976
Godwin, Mills E. Jr.	1977
Dalton, John	1978
Dalton, John	1979
Dalton, John	1980
Dalton, John	1981
Robb, Charles S.	1982
Robb, Charles S.	1983
Robb, Charles S.	1984
Robb, Charles S.	1985
Baliles, Gerald L.	1986
Baliles, Gerald L.	1987
Baliles, Gerald L.	1988
Baliles, Gerald L.	1989
Wilder, L. Douglas	1990
Wilder, L. Douglas	1991
Wilder, L. Douglas	1992
Wilder, L. Douglas	1993
Allen, George F.	1994
Allen, George F.	1995
Allen, George F.	1996
Allen, George F.	1997
Gilmore, Jame S. III	1998
Gilmore, Jame S. III	1999
Gilmore, Jame S. III	2000
Gilmore, Jame S. III	2001
Warner, Mark	2002
Warner, Mark	2003
Warner, Mark	2004
Warner, Mark	2005
Kaine, Tim	2006
Kaine, Tim	2007
Kaine, Tim	2008
Kaine, Tim	2009
McDonnell, Bob	2010
McDonnell, Bob	2011
	2012
	2013
	2014
	2015
	2016
	1925
	1926
	1927
	1928
	1929
	1930
	1931
	1932
	1933
	1934
	1935
	1936
	1937
	1938
	1939
	1940
	1941
	1942
	1943
	1944
	1945
	1946
	1947
	1948
	1949
	1950
	1951
	1952
	1953
	1954
	1955
Langlie, Arthur B.	1956
Rosellini, Albert D.	1957
Rosellini, Albert D.	1958
Rosellini, Albert D.	1959
Rosellini, Albert D.	1960
Rosellini, Albert D.	1961
Rosellini, Albert D.	1962
Rosellini, Albert D.	1963
Rosellini, Albert D.	1964
Evans, Daniel J.	1965
Evans, Daniel J.	1966
Evans, Daniel J.	1967
Evans, Daniel J.	1968
Evans, Daniel J.	1969
Evans, Daniel J.	1970
Evans, Daniel J.	1971
Evans, Daniel J.	1972
Evans, Daniel J.	1973
Evans, Daniel J.	1974
Evans, Daniel J.	1975
Evans, Daniel J.	1976
Ray, Dixy Lee	1977
Ray, Dixy Lee	1978
Ray, Dixy Lee	1979
Ray, Dixy Lee	1980
Spellman, John D.	1981
Spellman, John D.	1982
Spellman, John D.	1983
Spellman, John D.	1984
Gardner, Booth	1985
Gardner, Booth	1986
Gardner, Booth	1987
Gardner, Booth	1988
Gardner, Booth	1989
Gardner, Booth	1990
Gardner, Booth	1991
Gardner, Booth	1992
Lowry, Mike	1993
Lowry, Mike	1994
Lowry, Mike	1995
Lowry, Mike	1996
Locke, Gary	1997
Locke, Gary	1998
Locke, Gary	1999
Locke, Gary	2000
Locke, Gary	2001
Locke, Gary	2002
Locke, Gary	2003
Locke, Gary	2004
Gregoire, Christine	2005
Gregoire, Christine	2006
Gregoire, Christine	2007
Gregoire, Christine	2008
Gregoire, Christine	2009
Gregoire, Christine	2010
Gregoire, Christine	2011
	2012
	2013
	2014
	2015
	2016
	1925
Gore, Howard M.	1926
Gore, Howard M.	1927
Gore, Howard M.	1928
	1929
Conley, William G.	1930
Conley, William G.	1931
Conley, William G.	1932
	1933
Kump, Herman G.	1934
Kump, Herman G.	1935
Kump, Herman G.	1936
Holt, Homer A.	1937
Holt, Homer A.	1938
Holt, Homer A.	1939
Holt, Homer A.	1940
Neely, Matthew M.	1941
Neely, Matthew M.	1942
Neely, Matthew M.	1943
Neely, Matthew M.	1944
Meadows, Clarence W.	1945
Meadows, Clarence W.	1946
Meadows, Clarence W.	1947
Meadows, Clarence W.	1948
Patteson, Okey L.	1949
Patteson, Okey L.	1950
Patteson, Okey L.	1951
Patteson, Okey L.	1952
Marland, William C.	1953
Marland, William C.	1954
Marland, William C.	1955
Marland, William C.	1956
Underwood, Cecil H.	1957
Underwood, Cecil H.	1958
Underwood, Cecil H.	1959
Underwood, Cecil H.	1960
Barron, William W.	1961
Barron, William W.	1962
Barron, William W.	1963
Barron, William W.	1964
Smith, Hulett C.	1965
Smith, Hulett C.	1966
Smith, Hulett C.	1967
Smith, Hulett C.	1968
Moore, Arch A. Jr.	1969
Moore, Arch A. Jr.	1970
Moore, Arch A. Jr.	1971
Moore, Arch A. Jr.	1972
Moore, Arch A. Jr.	1973
Moore, Arch A. Jr.	1974
Moore, Arch A. Jr.	1975
Moore, Arch A. Jr.	1976
Rockefeller, John D.	1977
Rockefeller, John D.	1978
Rockefeller, John D.	1979
Rockefeller, John D.	1980
Rockefeller, John D.	1981
Rockefeller, John D.	1982
Rockefeller, John D.	1983
Rockefeller, John D.	1984
Moore, Arch A. Jr.	1985
Moore, Arch A. Jr.	1986
Moore, Arch A. Jr.	1987
Moore, Arch A. Jr.	1988
Caperton, Gaston	1989
Caperton, Gaston	1990
Caperton, Gaston	1991
Caperton, Gaston	1992
Caperton, Gaston	1993
Caperton, Gaston	1994
Caperton, Gaston	1995
Caperton, Gaston	1996
Underwood, Cecil H.	1997
Underwood, Cecil H.	1998
Underwood, Cecil H.	1999
Underwood, Cecil H.	2000
Wise, Bob	2001
Wise, Bob	2002
Wise, Bob	2003
Wise, Bob	2004
Manchin, Joe III	2005
Manchin, Joe III	2006
Manchin, Joe III	2007
Manchin, Joe III	2008
Manchin, Joe III	2009
Manchin, Joe III	2010
Tomblin, Earl Ray	2011
	2012
	2013
	2014
	2015
	2016
	1925
	1926
	1927
	1928
	1929
	1930
	1931
	1932
	1933
	1934
	1935
	1936
	1937
	1938
	1939
	1940
	1941
	1942
	1943
	1944
	1945
	1946
	1947
	1948
	1949
	1950
	1951
	1952
	1953
	1954
	1955
Kohler, Walter J. Jr.	1956
Thomson, Vernon W.	1957
Thomson, Vernon W.	1958
Nelson, Gaylord A.	1959
Nelson, Gaylord A.	1960
Nelson, Gaylord A.	1961
Nelson, Gaylord A.	1962
Reynolds, John W.	1963
Reynolds, John W.	1964
Knowles, Warren P.	1965
Knowles, Warren P.	1966
Knowles, Warren P.	1967
Knowles, Warren P.	1968
Knowles, Warren P.	1969
Knowles, Warren P.	1970
Lucey, Patrick J.	1971
Lucey, Patrick J.	1972
Lucey, Patrick J.	1973
Lucey, Patrick J.	1974
Lucey, Patrick J.	1975
Lucey, Patrick J.	1976
Lucey, Patrick J. followed by M.J. Schreiber	1977
Schreiber, M.J.	1978
Dreyfus, Lee S.	1979
Dreyfus, Lee S.	1980
Dreyfus, Lee S.	1981
Dreyfus, Lee S.	1982
Earl, Anthony S.	1983
Earl, Anthony S.	1984
Earl, Anthony S.	1985
Earl, Anthony S.	1986
Thompson, Tommy G.	1987
Thompson, Tommy G.	1988
Thompson, Tommy G.	1989
Thompson, Tommy G.	1990
Thompson, Tommy G.	1991
Thompson, Tommy G.	1992
Thompson, Tommy G.	1993
Thompson, Tommy G.	1994
Thompson, Tommy G.	1995
Thompson, Tommy G.	1996
Thompson, Tommy G.	1997
Thompson, Tommy G.	1998
Thompson, Tommy G.	1999
Thompson, Tommy G.	2000
Switch; thompson then McCallum	2001
McCallum, Scott	2002
Doyle, Jim	2003
Doyle, Jim	2004
Doyle, Jim	2005
Doyle, Jim	2006
Doyle, Jim	2007
Doyle, Jim	2008
Doyle, Jim	2009
Doyle, Jim	2010
Walker, Scott	2011
	2012
	2013
	2014
	2015
	2016
	1925
	1926
	1927
	1928
	1929
	1930
	1931
	1932
	1933
	1934
	1935
	1936
	1937
	1938
	1939
	1940
	1941
	1942
	1943
	1944
	1945
	1946
	1947
	1948
	1949
	1950
	1951
	1952
	1953
	1954
	1955
Simpson, Milward L.	1956
Simpson, Milward L.	1957
Simpson, Milward L.	1958
Hickey, John J.	1959
Hickey, John J.	1960
Gage, Jack R.	1961
Gage, Jack R.	1962
Hansen, Clifford	1963
Hansen, Clifford	1964
Hansen, Clifford	1965
Hansen, Clifford	1966
Hathaway, Stanley K.	1967
Hathaway, Stanley K.	1968
Hathaway, Stanley K.	1969
Hathaway, Stanley K.	1970
Hathaway, Stanley K.	1971
Hathaway, Stanley K.	1972
Hathaway, Stanley K.	1973
Hathaway, Stanley K.	1974
Herschler, Ed	1975
Herschler, Ed	1976
Herschler, Ed	1977
Herschler, Ed	1978
Herschler, Ed	1979
Herschler, Ed	1980
Herschler, Ed	1981
Herschler, Ed	1982
Herschler, Ed	1983
Herschler, Ed	1984
Herschler, Ed	1985
Herschler, Ed	1986
Sullivan, Michael J.	1987
Sullivan, Michael J.	1988
Sullivan, Michael J.	1989
Sullivan, Michael J.	1990
Sullivan, Michael J.	1991
Sullivan, Michael J.	1992
Sullivan, Michael J.	1993
Sullivan, Michael J.	1994
Geringer, Jim	1995
Geringer, Jim	1996
Geringer, Jim	1997
Geringer, Jim	1998
Geringer, Jim	1999
Geringer, Jim	2000
Geringer, Jim	2001
Geringer, Jim	2002
Freudenthal, Dave	2003
Freudenthal, Dave	2004
Freudenthal, Dave	2005
Freudenthal, Dave	2006
Freudenthal, Dave	2007
Freudenthal, Dave	2008
Freudenthal, Dave	2009
Freudenthal, Dave	2010
Mead, Matthew	2011
	2012
	2013
	2014
	2015
	2016
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
